index	word	Adaptation	Mitigation	Non-climate
602	accounts	0.14933936	0.6253535	0.22530714
603	just	0.1197715	0.570662	0.30956647
604	depends	0.10769213	0.642698	0.24960983
605	focus	0.097983845	0.625616	0.27640015
606	deploying	0.1541063	0.60818744	0.23770617
607	technical	0.14659163	0.5679624	0.28544596
608	diplomatic	0.14299537	0.5623494	0.29465523
609	assets	0.10377614	0.68635976	0.2098641
610	influence	0.1023695	0.6170085	0.28062192
611	political	0.13867104	0.53524905	0.3260799
612	conditions	0.10132182	0.6514055	0.24727273
613	limit	0.1566812	0.59510094	0.24821791
614	helping	0.104160815	0.6137124	0.28212678
615	resilience	0.101985134	0.69865954	0.19935532
616	working	0.10435864	0.6073418	0.28829953
617	comprehensive	0.10428621	0.6742905	0.2214233
618	agreement	0.15198879	0.5889045	0.25910673
619	forward	0.15399288	0.59937626	0.24663077
620	closely	0.11869487	0.6804948	0.20081033
621	partners	0.093747556	0.64517516	0.26107726
622	non	0.1360938	0.6320651	0.23184115
623	governmental	0.14967898	0.6042771	0.24604395
624	organisations	0.10124252	0.68553346	0.21322392
625	civil	0.11015091	0.5745801	0.315269
626	conference	0.16104406	0.5978922	0.24106368
627	cancun	0.16273563	0.60150135	0.23576303
628	restored	0.13820638	0.6225205	0.23927307
629	confidence	0.13971749	0.5549245	0.3053581
630	following	0.1461244	0.6345193	0.21935636
631	disappointments	0.1434044	0.6014027	0.25519297
632	previous	0.15073344	0.5935673	0.25569922
633	copenhagen	0.15327339	0.6126937	0.23403288
634	effectiveness	0.10256974	0.67542124	0.22200908
635	multilateral	0.1621869	0.6066888	0.23112425
636	convention	0.11138605	0.5706656	0.3179483
637	unfccc	0.1552778	0.60781085	0.23691127
638	continue	0.09827561	0.6673163	0.23440802
639	seeking	0.14503406	0.63878405	0.21618193
640	durban	0.16371223	0.60341126	0.23287657
641	south	0.10278468	0.61995846	0.27725685
642	africa	0.15299267	0.6156122	0.23139517
643	late	0.12011942	0.65301275	0.22686781
644	cross	0.093873434	0.6381585	0.26796812
645	management	0.10444923	0.69245356	0.20309727
646	delivery	0.109553576	0.68259454	0.2078518
647	reductions	0.15360622	0.60163397	0.24475983
648	represents	0.14662333	0.6204947	0.23288201
649	programme	0.105020605	0.6963828	0.19859655
650	transform	0.113224044	0.5650745	0.32170153
651	life	0.11660861	0.5699622	0.31342915
652	task	0.15924999	0.5940061	0.24674386
653	effectively	0.10723281	0.68454546	0.20822176
654	transparently	0.101641804	0.696718	0.20164023
655	planned	0.11011138	0.68873405	0.20115456
656	measurable	0.10640724	0.61180174	0.281791
657	devolved	0.13505968	0.65441877	0.21052161
658	administrations	0.15837842	0.60211	0.23951156
659	strengthening	0.13043329	0.64908797	0.22047868
660	bilateral	0.15193239	0.5992534	0.2488142
661	partnerships	0.09325126	0.63673913	0.27000955
662	emerging	0.097824134	0.68944645	0.21272944
663	india	0.15831803	0.6081383	0.2335437
664	china	0.15838802	0.60685104	0.234761
665	brazil	0.14513686	0.59160084	0.26326233
666	relationships	0.12278053	0.5540654	0.323154
667	collaboration	0.10473977	0.5908677	0.30439255
668	wide	0.11767956	0.68228626	0.20003416
669	range	0.12765735	0.67045593	0.20188668
670	seek	0.13810493	0.5916373	0.2702577
671	fora	0.16269685	0.60324717	0.23405597
672	paths	0.15816346	0.6078015	0.23403503
673	scaling	0.10083831	0.62018514	0.2789766
674	recognising	0.0990394	0.61783457	0.28312603
675	growing	0.09650276	0.6251682	0.27832898
676	importance	0.10963978	0.65395975	0.23640044
677	urgency	0.09887678	0.69534713	0.20577613
678	made	0.11091294	0.6063844	0.28270268
679	commitments	0.09514963	0.6138774	0.2909729
680	establishing	0.11208057	0.56408286	0.3238366
681	fund	0.12576915	0.55600476	0.31822613
682	icf	0.15356731	0.61942333	0.22700936
683	poverty	0.11308167	0.57243437	0.31448394
684	adaptation	0.10216902	0.7019221	0.19590883
685	deforestation	0.15977646	0.60341257	0.23681097
686	protecting	0.10346775	0.69143283	0.20509943
687	biodiversity	0.10264367	0.69702774	0.2003286
688	expertise	0.12983583	0.566066	0.30409816
689	ideas	0.111539714	0.5648981	0.32356223
690	markets	0.13132583	0.66655046	0.20212369
691	tracking	0.12907363	0.67215675	0.1987696
692	risks	0.10557015	0.6948442	0.19958563
693	benchmark	0.11904367	0.5931231	0.28783327
694	expect	0.12497519	0.5457915	0.32923335
695	policies	0.12957811	0.664981	0.20544083
696	departments	0.09794706	0.613406	0.28864697
697	held	0.123401895	0.5817977	0.2948004
698	accountable	0.1465293	0.6455433	0.20792744
699	andor	0.15590632	0.5935605	0.25053313
700	activities	0.12139824	0.67453796	0.20406377
701	regular	0.09657208	0.61297274	0.29045513
702	monitoring	0.107246526	0.69572705	0.19702642
703	reporting	0.102759756	0.7000136	0.19722663
704	actions	0.104961336	0.69385195	0.20118676
705	indicators	0.10809721	0.68283117	0.20907173
706	publicly	0.121627316	0.61662686	0.26174578
707	quarterly	0.10541675	0.6823634	0.2122198
708	basis	0.14776455	0.5903314	0.26190406
709	detailed	0.15963309	0.6041186	0.23624825
710	updates	0.104326755	0.68416727	0.21150593
711	response	0.10590486	0.6929299	0.20116527
712	annual	0.12585329	0.6530702	0.22107652
713	reports	0.10420608	0.6925471	0.20324689
714	committee	0.14186311	0.6427257	0.21541119
715	october	0.15288262	0.60585207	0.24126534
716	year	0.1308518	0.5993871	0.26976103
717	applies	0.14021255	0.54773074	0.3120567
718	bis	0.15629624	0.58529115	0.25841263
719	dclg	0.10194132	0.67282754	0.2252311
720	defra	0.10462293	0.69525826	0.20011887
721	decc	0.16180828	0.60443515	0.23375654
722	dft	0.1202885	0.6835537	0.19615775
723	hmt	0.13883774	0.66227853	0.19888373
724	constantly	0.13330978	0.5606475	0.30604285
725	kept	0.1097483	0.56115085	0.32910085
726	review	0.11550064	0.65176976	0.23272957
727	particular	0.09530103	0.6422087	0.26249033
728	attention	0.107492186	0.59195656	0.30055133
729	initiatives	0.10020813	0.6649612	0.23483068
730	knock	0.11277814	0.6774259	0.2097959
731	effect	0.10111672	0.61316824	0.28571504
732	draft	0.1578738	0.6081273	0.23399895
733	intended	0.15225051	0.5674273	0.2803222
734	input	0.1252116	0.68158215	0.19320625
735	format	0.13356185	0.54849374	0.31794444
736	content	0.112717964	0.57309574	0.31418633
737	final	0.15899916	0.59471023	0.24629062
738	live	0.11121124	0.570963	0.31782576
739	2011	0.15955815	0.6044605	0.23598136
740	fourth	0.15449311	0.6056307	0.23987623
741	covering	0.15264507	0.6276028	0.21975206
742	period	0.09979887	0.6241817	0.27601942
743	milestones	0.14719293	0.5612652	0.29154187
744	meeting	0.1518911	0.598265	0.2498439
745	publish	0.15454522	0.61075264	0.23470218
746	online	0.11395148	0.5781998	0.30784878
747	show	0.10553418	0.67969316	0.21477267
748	corrective	0.15592228	0.59901375	0.24506393
749	thus	0.14834882	0.63226306	0.21938808
750	whitehall	0.11651554	0.55722094	0.32626346
751	involved	0.11930925	0.5745924	0.30609837
752	minimum	0.1459883	0.55848175	0.29552987
753	own	0.123166166	0.5646833	0.31215054
754	estate	0.14843881	0.6255709	0.2259903
755	sum	0.1531901	0.59943384	0.24737605
756	enabling	0.15917973	0.611357	0.22946328
757	sufficiently	0.13676903	0.5605137	0.3027173
758	successfully	0.12353564	0.58183044	0.2946339
759	implemented	0.12713398	0.67062753	0.20223853
760	been	0.13158488	0.6333697	0.2350454
761	put	0.12819389	0.556546	0.3152601
762	place	0.11116246	0.6712793	0.21755828
763	comprises	0.14706582	0.63455564	0.21837848
764	document	0.14019248	0.5448369	0.31497067
765	found	0.1099493	0.67386484	0.21618585
766	table	0.15493062	0.6010828	0.24398659
767	covers	0.14365233	0.577841	0.27850676
768	relating	0.121752515	0.6768191	0.20142838
769	listed	0.14080024	0.65111953	0.20808028
770	summary	0.09709822	0.6294781	0.27342364
771	law	0.109217845	0.6015495	0.2892326
772	june	0.15023276	0.55974066	0.29002658
773	area	0.13934499	0.5680948	0.29256016
774	facilitate	0.1585918	0.5956837	0.24572457
775	subsidy	0.15862674	0.6077118	0.23366147
776	2018	0.10150761	0.7000327	0.1984597
777	drive	0.14012858	0.543026	0.31684536
778	clean	0.121950544	0.6790296	0.19901982
779	commercial	0.15279795	0.60649246	0.2407096
780	scale	0.15215181	0.622	0.22584818
781	rolling	0.13747725	0.57775134	0.2847714
782	smart	0.16157818	0.60864955	0.2297723
783	meters	0.13683143	0.65153193	0.21163659
784	grid	0.15878445	0.6016206	0.23959492
785	sufficient	0.14250654	0.6118205	0.24567299
786	capacity	0.12787198	0.6693375	0.20279056
787	access	0.12177869	0.56535566	0.31286573
788	connect	0.10801372	0.60268974	0.28929648
789	forms	0.1527681	0.5808512	0.26638073
790	fcohmt	0.15210871	0.6194149	0.22847636
791	fcodfid	0.15280202	0.61777955	0.22941841
792	emission	0.15429777	0.61423653	0.23146565
793	speed	0.11793064	0.5492679	0.33280146
794	rail	0.11665265	0.6815164	0.201831
795	electrification	0.1588529	0.6044109	0.2367362
796	aviation	0.15544242	0.60984266	0.23471487
797	shipping	0.14985716	0.61129564	0.23884721
798	promote	0.111876555	0.6839077	0.20421575
799	biofuels	0.15490381	0.6082748	0.23682141
800	encourage	0.12602016	0.55097455	0.32300535
801	behaviour	0.120067075	0.5691194	0.31081358
802	charging	0.16017044	0.6057736	0.23405594
803	farming	0.115317576	0.6874005	0.19728184
804	woodland	0.10484344	0.6962544	0.19890219
805	cover	0.13807154	0.62987244	0.23205596
806	forest	0.12442126	0.67688453	0.19869421
807	improve	0.096290216	0.648753	0.25495675
808	understanding	0.103812106	0.68962294	0.20656493
809	agricultural	0.111740135	0.68637604	0.20188388
810	sustainability	0.13533178	0.6639364	0.20073187
811	procurement	0.12894401	0.54927903	0.321777
812	protect	0.105775006	0.6913013	0.20292367
813	deccbis	0.14463833	0.5951121	0.26024958
814	path	0.152221	0.5889426	0.25883636
815	zero	0.1433268	0.6289324	0.22774078
816	harness	0.11028116	0.5657025	0.32401633
817	fluorinatedhfc	0.14304559	0.5999766	0.2569779
818	gases	0.1576167	0.60831565	0.23406757
819	protection	0.09952244	0.6721232	0.2283544
820	deccdfidhmt	0.14384325	0.59658253	0.2595742
821	production	0.121197894	0.6745266	0.20427553
822	biomass	0.15425336	0.6092005	0.2365462
823	class	0.12056365	0.57002276	0.30941355
824	establish	0.11993537	0.55791354	0.32215106
825	bank	0.14545606	0.5589216	0.29562238
826	investor	0.15784037	0.6046459	0.23751368
827	deccdefra	0.13823792	0.61128956	0.25047258
828	host	0.1509324	0.57054454	0.2785231
829	projects	0.15906306	0.60729337	0.23364353
830	residential	0.1571581	0.5858927	0.25694922
831	2016	0.13895862	0.65126747	0.20977396
832	domestic	0.14461349	0.63669723	0.21868926
833	2019	0.10179173	0.69567144	0.2025368
834	quality	0.09771087	0.63170266	0.27058655
835	performance	0.15144455	0.5950402	0.25351524
836	certificates	0.15668224	0.6074854	0.23583242
837	extend	0.1309	0.5487031	0.32039684
838	display	0.15496567	0.6175367	0.22749764
839	implement	0.10198443	0.6897445	0.2082711
840	planning	0.11330464	0.6822971	0.20439829
841	infrastructure	0.11048488	0.6858852	0.2036298
842	deccfco	0.15706338	0.6108368	0.23209983
843	deccdfiddefra	0.14549948	0.61083204	0.2436685
844	greater	0.1310283	0.572889	0.29608274
845	central	0.13559029	0.5738627	0.29054707
846	fco	0.12539946	0.66548467	0.20911588
847	decchmt	0.15345867	0.61545074	0.23109059
848	deccdfid	0.15128694	0.6070545	0.24165863
849	dfid	0.14788285	0.6237034	0.22841369
850	energychapter	0.13698187	0.6166779	0.24634027
851	rising	0.13000263	0.6613639	0.20863345
852	replace	0.13363694	0.649444	0.21691911
853	ageing	0.10044648	0.599778	0.29977557
854	combination	0.1337312	0.56222963	0.30403915
855	estimated	0.13921636	0.54123604	0.31954753
856	network	0.10311924	0.6975504	0.19933037
857	end	0.13991518	0.55388993	0.30619478
858	users	0.119644664	0.5592892	0.3210661
859	renewables	0.15914623	0.60550815	0.23534562
860	meet	0.15613323	0.6021286	0.24173814
861	sources	0.14984111	0.5886878	0.2614711
862	date	0.14751595	0.5731467	0.27933735
863	reforming	0.11953245	0.56348956	0.31697792
864	current	0.11537836	0.6819717	0.2026499
865	structure	0.13554026	0.59454787	0.26991186
866	served	0.13135247	0.55833834	0.31030914
867	maintaining	0.098396234	0.609775	0.2918288
868	competition	0.13130805	0.6677113	0.20098063
869	lowest	0.1456859	0.5890907	0.26522344
870	nature	0.10298742	0.68983847	0.20717408
871	roughly	0.13530129	0.58643323	0.27826554
872	double	0.13758294	0.5629455	0.2994716
873	rate	0.14582317	0.57677984	0.277397
874	capital	0.13175562	0.65523523	0.2130091
875	seen	0.11074006	0.5667256	0.3225343
876	something	0.1144109	0.56454074	0.32104835
877	granted	0.1307141	0.66954255	0.19974342
878	lighting	0.14331703	0.5432357	0.31344724
879	appliances	0.14970016	0.6239073	0.22639255
880	keeping	0.113081805	0.5684224	0.31849578
881	workplaces	0.12266405	0.5634135	0.31392244
882	running	0.13222964	0.5640189	0.3037515
883	burning	0.12403081	0.66788924	0.20807993
884	meaning	0.13216305	0.57511514	0.29272175
885	same	0.10913701	0.5980241	0.29283884
886	time	0.10345696	0.624463	0.27207994
887	horizon	0.10395119	0.69545203	0.20059678
888	due	0.10576541	0.6879321	0.20630246
889	elsewhere	0.096568644	0.6581294	0.24530195
890	example	0.10459639	0.67125744	0.2241462
891	quarter	0.122114144	0.5914007	0.28648525
892	generating	0.15388654	0.60871327	0.23740016
893	plants	0.13665429	0.6520069	0.21133885
894	close	0.15185666	0.57914656	0.26899678
895	age	0.11308586	0.576468	0.3104461
896	stricter	0.14177473	0.62582254	0.2324027
897	regulations	0.11448761	0.55817044	0.327342
898	attractive	0.15264401	0.601289	0.24606705
899	contract	0.1593145	0.6058287	0.23485681
900	difference	0.13677858	0.55233854	0.310883
901	model	0.10971523	0.58669543	0.30358928
902	proposed	0.1189925	0.56429446	0.31671306
903	guaranteeing	0.127746	0.58325815	0.28899592
904	certain	0.09398936	0.6441658	0.2618449
905	price	0.14539218	0.63200897	0.22259887
906	generators	0.1519717	0.61274827	0.23528005
907	contracting	0.1570103	0.61388224	0.2291075
908	control	0.1273123	0.5929153	0.27977234
909	consumers	0.15879858	0.6011296	0.24007183
910	returns	0.10922918	0.59490293	0.29586786
911	investors	0.11919384	0.57265735	0.3081488
912	incentives	0.1441941	0.56673145	0.2890745
913	however	0.10475344	0.67219913	0.22304748
914	complex	0.12253349	0.5934245	0.28404197
915	design	0.16048326	0.6053453	0.23417147
916	implementation	0.11580028	0.5574673	0.32673252
917	consulting	0.1543567	0.58269185	0.26295143
918	premium	0.11590233	0.58315057	0.3009471
919	feed	0.13883327	0.53500813	0.3261585
920	tariff	0.15555076	0.60891896	0.23553027
921	fixed	0.1236437	0.55447656	0.3218797
922	payment	0.14502881	0.5551956	0.29977554
923	receive	0.14446141	0.55603313	0.2995055
924	payments	0.14434277	0.5764669	0.27919036
925	targeted	0.110299625	0.57399964	0.31570068
926	construction	0.15940669	0.6036268	0.23696657
927	flexible	0.14626144	0.6419002	0.2118384
928	reserve	0.15512463	0.61536956	0.22950582
929	measures	0.10465892	0.6820008	0.21334028
930	instance	0.10329057	0.6731778	0.22353163
931	companies	0.09941067	0.693727	0.20686242
932	usage	0.1490903	0.5701002	0.2808095
933	called	0.10365103	0.663925	0.23242392
934	negawatts	0.14191492	0.6083806	0.24970442
935	adequate	0.1564968	0.60020965	0.24329354
936	safety	0.111311644	0.5588369	0.3298514
937	cushion	0.14036265	0.61135435	0.24828303
938	remains	0.10852529	0.61753577	0.27393898
939	amount	0.13049525	0.6404935	0.22901128
940	intermittent	0.15164794	0.61780113	0.23055096
941	inflexible	0.14892845	0.59414524	0.2569264
942	increases	0.12111233	0.5706528	0.30823487
943	standard	0.11296739	0.68244404	0.2045886
944	back	0.12256971	0.5629198	0.31451055
945	stop	0.10864139	0.5754864	0.3158722
946	intensive	0.15268151	0.6007547	0.24656378
947	coal	0.15526867	0.60904896	0.2356824
948	fired	0.15234564	0.6060231	0.24163122
949	emit	0.10750539	0.6787846	0.21371004
950	reinforce	0.099862464	0.6203252	0.2798124
951	existing	0.14421493	0.6355835	0.22020149
952	requirement	0.13921644	0.54607725	0.3147064
953	plant	0.14223602	0.6426919	0.21507202
954	entrants	0.12051202	0.5718616	0.30762643
955	encouraged	0.11070294	0.604216	0.28508103
956	roll	0.1421033	0.57019824	0.28769842
957	address	0.103045404	0.67924863	0.21770597
958	consultation	0.110996775	0.62629354	0.26270965
959	presenting	0.14465964	0.60972345	0.24561693
960	affects	0.12791549	0.5587183	0.31336614
961	decisions	0.10383223	0.6743601	0.22180772
962	proposing	0.12631573	0.67599475	0.19768956
963	maintenance	0.14350733	0.6400675	0.21642514
964	bills	0.16179508	0.6003382	0.2378667
965	affordable	0.111964256	0.66108906	0.22694667
966	four	0.111375466	0.59482235	0.2938022
967	main	0.13803746	0.5380924	0.3238702
968	proposals	0.15465069	0.59685427	0.24849507
969	achieve	0.13430522	0.6245331	0.24116164
970	aims	0.0966687	0.66079277	0.2425386
971	certainty	0.14194457	0.5549802	0.3030752
972	additional	0.14086293	0.5521473	0.3069897
973	participants	0.10364684	0.6592669	0.2370862
974	relevant	0.099973604	0.61707044	0.28295597
975	defined	0.15854341	0.6137253	0.22773127
976	intensity	0.15600298	0.6067367	0.23726033
977	cap	0.1543262	0.5993827	0.24629104
978	decreasing	0.10981597	0.65460616	0.23557784
979	covered	0.1412531	0.6165385	0.24220845
980	sold	0.14973076	0.6273085	0.22296073
981	allowances	0.13637675	0.56605476	0.29756847
982	permit	0.15724084	0.5984944	0.24426484
983	able	0.10512168	0.6237308	0.27114752
984	buy	0.128004	0.5573538	0.31464225
985	sell	0.1545969	0.599965	0.24543807
986	creating	0.115008846	0.5679735	0.3170176
987	addition	0.15146235	0.58521783	0.2633198
988	financial	0.14750463	0.6279454	0.22455
989	obligation	0.14952818	0.6112128	0.23925906
990	suppliers	0.10966468	0.64441013	0.2459252
991	required	0.15588225	0.6089945	0.23512323
992	tariffs	0.15248485	0.6162135	0.23130164
993	incentive	0.14910284	0.6268004	0.22409676
994	small	0.147825	0.5585593	0.2936156
995	less	0.12357706	0.5781729	0.29825002
996	start	0.14104448	0.5621038	0.29685172
997	later	0.15930095	0.59393394	0.24676506
998	reforms	0.108207814	0.5733242	0.31846794
999	transforming	0.104160175	0.61303824	0.28280157
1000	bringing	0.13992186	0.61831635	0.24176168
1001	already	0.10694074	0.6168984	0.27616087
1002	trade	0.1040983	0.58524156	0.31066006
1003	ukti	0.14003837	0.5661659	0.2937957
1004	inward	0.117500804	0.55904806	0.32345107
1005	focusing	0.12029229	0.562072	0.31763572
1006	offer	0.11766025	0.5673624	0.31497735
1007	best	0.11656199	0.58062	0.30281797
1008	medium	0.15748262	0.5913774	0.25114
1009	foreign	0.10398174	0.61772573	0.27829254
1010	offshore	0.15939611	0.605703	0.23490092
1011	wind	0.1583273	0.6069125	0.23476024
1012	onshore	0.15980195	0.60460854	0.23558953
1013	microgeneration	0.15474027	0.61162484	0.23363486
1014	photovoltaics	0.1442216	0.6103754	0.245403
1015	prospectuses	0.1424737	0.61257386	0.2449524
1016	uktis	0.1342495	0.5794038	0.28634667
1017	targeting	0.09760274	0.610888	0.29150927
1018	operating	0.15466616	0.6212451	0.22408876
